data,label,CCT_xc_distance,CCT_xc_count1,CCT_xc_count7,CCT_x4_distance,CCT_x4_count1,CCT_x4_count7,r50_xc_distance,r50_xc_count1,r50_xc_count7,r50_xc_xs5,r50_xc_xs3,r50_xc_all3,r50_xc_all5,r50_x4_distance,r50_x4_count1,r50_x4_count7
covid_hosp/train/0/171648d9-c749-4146-8e2e-2a9aa775eaf9.png_000,1,1.1759458888871421e-06,1,7,0.20746567286513673,1,7,0.0006087777573767772,1,5,5,3,3,5,0.08515500800242903,1,7
covid_hosp/train/0/171648d9-c749-4146-8e2e-2a9aa775eaf9.png_001,0,1.999506099557784,0,0,0.805076642269393,0,0,1.9970444480428935,0,2,0,0,0,0,0.18392630874324534,0,0
covid_hosp/train/0/1721fcab-c6fb-4688-a1b9-bb3677213085.png_000,1,1.2260870874136742e-08,1,7,0.1146642287140115,1,7,2.0264449516749217e-05,1,7,5,3,3,5,0.07033853459094086,1,7
covid_hosp/train/0/1721fcab-c6fb-4688-a1b9-bb3677213085.png_001,0,1.99955778656452,0,0,0.9158776555125548,0,0,1.9944472280604466,0,0,0,0,0,0,0.29973371307957397,0,0
covid_hosp/train/0/174dea20-4712-4425-8328-b0a38e8f88ef.png_000,1,3.670725140203501e-05,1,7,0.2505903468869106,1,7,3.524273278276979e-05,0,5,5,3,3,5,0.08137937825618713,1,7
covid_hosp/train/0/174dea20-4712-4425-8328-b0a38e8f88ef.png_001,0,1.9992603031721485,0,0,0.7932284569476273,0,0,1.9927854531863276,1,2,0,0,0,0,0.2781315194586458,0,0
covid_hosp/train/0/17533758-98bd-48d4-adc1-07c8f4dcf9a9.png_000,1,0.003465026717662689,1,5,0.2499469787054478,1,7,0.00018338263975348212,1,6,5,3,3,5,0.06553787696569269,1,7
covid_hosp/train/0/17533758-98bd-48d4-adc1-07c8f4dcf9a9.png_001,0,1.998575946523947,0,2,0.7828465623216132,0,0,1.9914383825470474,0,1,0,0,0,0,0.22688378725468494,0,0
covid_hosp/train/0/1757b96d-2340-420f-a7eb-d8899466e682.png_000,1,0.001687910210602328,1,7,0.20679297932719076,1,7,0.00013390535688495575,1,7,5,3,3,5,0.042791095564690074,1,7
covid_hosp/train/0/1757b96d-2340-420f-a7eb-d8899466e682.png_001,0,1.9996020402493107,0,0,0.9374127643471553,0,0,1.9917983562744588,0,0,0,0,0,0,0.23843681643543535,0,0
covid_hosp/train/0/17581b7e-a0a3-463c-bfbe-8a435811bab3.png_000,1,0.000427308518122671,1,7,0.40039290768967517,1,6,0.00034314232056242844,1,5,5,3,3,5,0.10550074979994384,1,7
covid_hosp/train/0/17581b7e-a0a3-463c-bfbe-8a435811bab3.png_001,0,1.9999997807915268,0,0,0.7913687464711643,0,1,1.9963385456852465,0,2,0,0,0,0,0.19597473727357695,0,0
covid_hosp/train/0/175d97a4-f76d-4c1b-a5f3-882575b0a304.png_000,1,0.0023174886983420295,1,7,0.224148684691458,1,7,0.00014375874117567022,1,7,5,3,3,5,0.08771448776719193,1,7
covid_hosp/train/0/175d97a4-f76d-4c1b-a5f3-882575b0a304.png_001,0,1.9992705902488392,0,0,0.9786441243425644,0,0,1.9955059276553597,0,0,0,0,0,0,0.21862169660282293,0,0
covid_hosp/train/0/1766e77b-97df-4069-8b3f-8be7b65d2338.png_000,1,0.0023505523242630666,1,7,0.20978091665335752,1,7,0.5162100540618044,1,2,2,1,0,0,0.171208686664574,1,6
covid_hosp/train/0/1766e77b-97df-4069-8b3f-8be7b65d2338.png_001,0,1.9992519820767258,0,0,0.7186429148280903,0,0,1.3831296378282942,0,5,3,2,3,5,0.18597881958645468,0,1
covid_hosp/train/0/17674c94-902a-4aeb-b7c3-e394f093bdd6.png_000,1,9.653021039546239e-05,1,7,0.1290931723709312,1,7,1.2756735178198753e-06,1,7,5,3,3,5,0.05105391681724536,1,7
covid_hosp/train/0/17674c94-902a-4aeb-b7c3-e394f093bdd6.png_001,0,1.9998719663250197,0,0,0.9054896212982898,0,0,1.9939340545248614,0,0,0,0,0,0,0.22114648753517008,0,0
covid_hosp/train/0/1769ed43-31b6-4cab-8ac2-4a8e096fd378.png_000,1,0.00022849558618598387,1,7,0.19026243228887085,1,7,8.25582226391397e-05,1,7,5,3,3,5,0.05194820567837921,1,7
covid_hosp/train/0/1769ed43-31b6-4cab-8ac2-4a8e096fd378.png_001,0,1.9986857372498632,0,0,1.042242902232934,0,0,1.995108633661164,0,0,0,0,0,0,0.24586182423158576,0,0
covid_hosp/train/0/1773233f-b1f2-4b33-b5a3-fd51ec980e93.png_000,1,0.0007579012112169936,1,7,0.21355565185272596,1,7,0.0006341089543129286,1,7,5,3,3,5,0.06418527030124288,1,7
covid_hosp/train/0/1773233f-b1f2-4b33-b5a3-fd51ec980e93.png_001,0,1.99995915067537,0,0,0.7350333765462811,0,0,1.989154535552693,0,0,0,0,0,0,0.17285970400533657,0,0
covid_hosp/train/0/17861c63-e67f-443d-99e7-11bbf3f6239e.png_000,1,1.923053158116547,0,2,0.4874408384588411,0,2,0.0012422733587632573,1,5,5,3,3,5,0.08275852876099477,1,6
covid_hosp/train/0/17861c63-e67f-443d-99e7-11bbf3f6239e.png_001,0,0.08885817802189278,1,5,0.5624633711207292,1,5,1.9869633381427478,0,2,0,0,0,0,0.14558228122784678,0,1
covid_hosp/train/0/178ab0a6-5c4c-4cae-8572-3705352f20fc.png_000,1,0.004897146000017449,1,7,0.2926279935272863,1,7,0.0001213188075871452,1,7,5,3,3,5,0.07602729990749002,1,7
covid_hosp/train/0/178ab0a6-5c4c-4cae-8572-3705352f20fc.png_001,0,1.997612885916907,0,0,0.8475484322922087,0,0,1.995374337399813,0,0,0,0,0,0,0.15622270153368611,0,0
covid_hosp/train/0/17a46e10-30d3-4ddb-bcca-a6316b20c509.png_000,1,0.02271250380264489,0,6,0.4507445399302491,1,6,0.00011016975601152446,1,6,5,3,3,5,0.06345338049265004,1,7
covid_hosp/train/0/17a46e10-30d3-4ddb-bcca-a6316b20c509.png_001,0,1.9705160002989421,1,1,0.5452736043651396,0,1,1.991991628376244,0,1,0,0,0,0,0.19638293672005647,0,0
covid_hosp/train/0/17a6c2d3-d218-4ef3-99c0-4da163fc9e52.png_000,1,0.00024744273638555025,1,6,0.21684481215483253,1,7,0.00018285315475385922,1,7,5,3,3,5,0.10826759815822606,1,6
covid_hosp/train/0/17a6c2d3-d218-4ef3-99c0-4da163fc9e52.png_001,0,1.998640836447764,0,1,0.8980599605499637,0,0,1.9957088216088459,0,0,0,0,0,0,0.19969420027808016,0,1
covid_hosp/train/0/17a78211-ea8d-4ac8-8882-170a269cd605.png_000,1,0.0031003908882067943,1,7,0.20657676054679275,1,7,0.0005592613173974748,1,5,5,3,3,5,0.04990754070832426,1,7
covid_hosp/train/0/17a78211-ea8d-4ac8-8882-170a269cd605.png_001,0,1.99410204736611,0,0,0.6994611314206711,0,0,1.98947065044873,0,2,0,0,0,0,0.22567580307808455,0,0
covid_hosp/train/0/17aba977-7b64-47b0-acb0-d41abba1fcbc.png_000,1,4.976080301877239e-05,1,6,0.19579565774465757,1,7,1.7639668076219195e-06,1,7,5,3,3,5,0.050335837956909324,1,7
covid_hosp/train/0/17aba977-7b64-47b0-acb0-d41abba1fcbc.png_001,0,1.9992051733232827,0,1,1.0099724512420505,0,0,1.9935458165363185,0,0,0,0,0,0,0.22074236275675052,0,0
covid_hosp/train/0/17aedfd5-2368-40a4-9417-8dcc221b1ed3.png_000,1,0.0018134898209400951,1,7,0.2164735643308935,1,7,0.00019391715765393336,1,7,5,3,3,5,0.1074640558579254,1,7
covid_hosp/train/0/17aedfd5-2368-40a4-9417-8dcc221b1ed3.png_001,0,1.9959409934697296,0,0,0.9131375888977074,0,0,1.991367410240743,0,0,0,0,0,0,0.25383083425290653,0,0
covid_hosp/train/0/17b391e7-f5dd-4fff-99ae-d4d9959d2408.png_000,1,0.00013739298154402668,1,6,0.2333888553382497,1,7,4.778834265406484e-05,1,7,5,3,3,5,0.073196185007123,1,7
covid_hosp/train/0/17b391e7-f5dd-4fff-99ae-d4d9959d2408.png_001,0,1.9989202843123706,0,1,0.7868757211978168,0,0,1.9926189447654656,0,0,0,0,0,0,0.22148539391158728,0,0
covid_hosp/train/0/17bbf318-ef96-4dac-99e0-59fae5c60b56.png_000,1,1.9468705093506067e-05,1,7,0.21754842789379292,1,7,0.003425887890792789,0,3,5,3,3,5,0.08824823169897233,1,7
covid_hosp/train/0/17bbf318-ef96-4dac-99e0-59fae5c60b56.png_001,0,1.9997201859760447,0,0,0.7972540374574002,0,0,1.981125674895791,1,4,0,0,0,0,0.21136334064101947,0,0
covid_hosp/train/0/17bd6f06-c2f5-4640-bfa3-b3777a6a1a0a.png_000,1,0.0003741189137368428,1,7,0.21780662918588023,1,7,9.432331126379978e-06,1,6,5,3,3,5,0.043236871383078634,1,7
covid_hosp/train/0/17bd6f06-c2f5-4640-bfa3-b3777a6a1a0a.png_001,0,1.9983615636166396,0,0,0.7739111688109018,0,0,1.9942323115908551,0,1,0,0,0,0,0.20516046414452838,0,0
covid_hosp/train/0/17c588e7-bf2e-4a0f-a766-1455b6e80931.png_000,1,1.9794887895112674,0,0,0.4610243828422831,0,3,4.26278555808457e-05,1,7,5,3,3,5,0.09293607501441425,1,7
covid_hosp/train/0/17c588e7-bf2e-4a0f-a766-1455b6e80931.png_001,0,0.014925617338913177,1,7,0.5256596189741837,1,4,1.994744873274028,0,0,0,0,0,0,0.17548680279740436,0,0
covid_hosp/train/0/17c7c4c8-56af-4a29-b05d-312a3730e1b7.png_000,1,4.162450154887587e-06,1,7,0.1177203722026201,1,7,2.4381378853965963e-05,1,7,5,3,3,5,0.04858616916985026,1,7
covid_hosp/train/0/17c7c4c8-56af-4a29-b05d-312a3730e1b7.png_001,0,1.999635205830987,0,0,0.8450203964874683,0,0,1.9945119493464065,0,0,0,0,0,0,0.24871396142166835,0,0
covid_hosp/train/0/17c89271-2986-4e49-be3c-b925e0925515.png_000,1,0.0001308796184914529,1,7,0.12386179689148258,1,7,3.4552395241638223e-06,1,6,5,3,3,5,0.040240661165788394,1,7
covid_hosp/train/0/17c89271-2986-4e49-be3c-b925e0925515.png_001,0,1.998938681659966,0,0,0.8782023705715182,0,0,1.9934604063724888,0,1,0,0,0,0,0.2219935961466355,0,0
covid_hosp/train/0/17c89450-d10e-4041-afa0-4c5a39adccdd.png_000,1,0.029993427512329474,1,7,0.425376869684708,1,5,0.0007787494295511399,1,4,5,3,3,5,0.08269631142305045,1,7
covid_hosp/train/0/17c89450-d10e-4041-afa0-4c5a39adccdd.png_001,0,1.9623068515015607,0,0,0.5852533519198551,0,2,1.9885811522646546,0,3,0,0,0,0,0.2154572058663624,0,0
covid_hosp/train/0/17c8b1fc-07c6-45e7-8328-2fa3bb75b5f9.png_000,1,0.005075590369704952,1,7,0.3058288813276102,1,5,3.0176075228594e-05,1,7,5,3,3,5,0.04159936489598204,1,7
covid_hosp/train/0/17c8b1fc-07c6-45e7-8328-2fa3bb75b5f9.png_001,0,1.9914718533774733,0,0,0.6724586707685124,0,2,1.9945938380997315,0,0,0,0,0,0,0.22482857490482044,0,0
covid_hosp/train/0/17c8f17a-b1df-4211-9713-7aff0013f4c1.png_000,1,0.00014897802326896414,1,7,0.17818535861869045,1,7,9.47319128696833e-08,1,7,5,3,3,5,0.0664205241648701,1,7
covid_hosp/train/0/17c8f17a-b1df-4211-9713-7aff0013f4c1.png_001,0,1.9988882381946507,0,0,0.8089904135838939,0,0,1.9938055872794993,0,0,0,0,0,0,0.15615319097573221,0,0
covid_hosp/train/0/17f54918-66ce-491f-b674-97c2e365f1ef.png_000,1,1.7086083269854482,1,2,0.5145698599648502,0,2,0.00023115449194466287,1,7,3,2,2,4,0.11421204857955647,1,2
covid_hosp/train/0/17f54918-66ce-491f-b674-97c2e365f1ef.png_001,0,0.3128005830226013,0,5,0.49826598414116086,1,5,1.9911287430363882,0,0,2,1,1,1,0.1192949493811819,0,5
covid_hosp/train/0/17fa0ef9-d8da-4d79-ad6e-03b1b6a3a7aa.png_000,1,0.0011077680028681591,1,7,0.22025954550629478,1,7,0.000303333454572674,1,7,5,3,3,5,0.0548761416532042,1,7
covid_hosp/train/0/17fa0ef9-d8da-4d79-ad6e-03b1b6a3a7aa.png_001,0,1.997039207687196,0,0,0.7613562269252487,0,0,1.996203389818057,0,0,0,0,0,0,0.23453203092877484,0,0
covid_hosp/train/0/17fc4b35-5736-4105-a316-ae5b5eb18b60.png_000,1,1.1708275354349595e-05,1,7,0.3233733849392144,1,7,0.0005904780855185976,1,6,4,2,2,4,0.1274721272004743,1,5
covid_hosp/train/0/17fc4b35-5736-4105-a316-ae5b5eb18b60.png_001,0,1.99968606635672,0,0,0.850979371543638,0,0,1.9893369524085722,0,1,1,1,1,1,0.15189432939496295,0,2
covid_hosp/train/0/180000cc-3d3e-4ab5-bc9b-4e6a8a1d8c15.png_000,1,0.0003537158010942232,1,7,0.2786354204068461,1,7,1.3056280744994098e-05,0,6,5,3,3,5,0.0787682160328258,1,7
covid_hosp/train/0/180000cc-3d3e-4ab5-bc9b-4e6a8a1d8c15.png_001,0,1.9984045606676086,0,0,0.8953871391849155,0,0,1.9943142463664945,1,1,0,0,0,0,0.25264496449317597,0,0
covid_hosp/train/0/1800cf3a-5e9c-41b8-9a2f-d5b84259b6d8.png_000,1,1.786675688397743e-05,1,7,0.232420549162635,1,7,0.00042760456181090145,1,6,1,1,2,4,0.08037274075098211,1,7
covid_hosp/train/0/1800cf3a-5e9c-41b8-9a2f-d5b84259b6d8.png_001,0,1.9997139484977802,0,0,0.7823804622876778,0,0,1.9900699265260373,0,1,4,2,1,1,0.2017292238301991,0,0
covid_hosp/train/0/180702e4-92dc-481f-b6dc-23419ef8a0c5.png_000,1,0.000994839622961874,1,7,0.2340221723136935,1,7,5.496223227252628e-05,1,7,4,2,3,5,0.11166358250364439,1,5
covid_hosp/train/0/180702e4-92dc-481f-b6dc-23419ef8a0c5.png_001,0,1.9972256726291326,0,0,0.8134394429010552,0,0,1.9948721883036855,0,0,1,1,0,0,0.16369284480818436,0,2
covid_hosp/train/0/180edf81-c77b-415e-a34f-da706c7794c9.png_000,1,0.0005995652362363879,1,7,0.30891524382818947,1,5,0.00013197417401633604,1,7,5,3,3,5,0.04385447456679248,1,7
covid_hosp/train/0/180edf81-c77b-415e-a34f-da706c7794c9.png_001,0,1.999988798485365,0,0,0.6177666597477922,0,2,1.9954384519456982,0,0,0,0,0,0,0.2341460682699381,0,0
covid_hosp/train/0/180f5079-9805-4482-973c-f043aaeb2035.png_000,1,0.006681718456278074,1,6,0.5008800200501194,0,5,0.001173090139903632,1,6,5,3,2,4,0.16296515558317748,1,4
covid_hosp/train/0/180f5079-9805-4482-973c-f043aaeb2035.png_001,0,1.99632419709631,0,1,0.7849190832644373,1,2,1.9979936931960323,0,1,0,0,1,1,0.17963712587942682,0,3
covid_hosp/train/0/1819f120-e9c3-49a9-aeca-edf35d7a9c90.png_000,1,1.9136329628636797,0,2,0.41488993939672836,0,4,2.8922696426847416e-05,1,7,4,3,3,4,0.06346673183540785,1,7
covid_hosp/train/0/1819f120-e9c3-49a9-aeca-edf35d7a9c90.png_001,0,0.09892784284054124,1,5,0.5162428000796015,1,3,1.9928798621500574,0,0,1,0,0,1,0.19427587552685033,0,0
covid_hosp/train/0/181f1705-1f44-4768-8f36-547c4e7c4d90.png_000,1,0.00012452913577576386,1,7,0.10352694018532782,1,7,8.24346152450417e-08,1,7,5,3,3,5,0.05329057918667024,1,7
covid_hosp/train/0/181f1705-1f44-4768-8f36-547c4e7c4d90.png_001,0,1.9999003813495753,0,0,0.8524179294366725,0,0,1.9938023380595278,0,0,0,0,0,0,0.2337195071138849,0,0
covid_hosp/train/0/18287dd8-6e84-424c-914d-c549680d1b9f.png_000,1,2.121680426081518e-05,1,6,0.3840362134918207,1,6,0.0006062495786371969,0,4,5,3,3,5,0.11655721795661089,0,5
covid_hosp/train/0/18287dd8-6e84-424c-914d-c549680d1b9f.png_001,0,1.999337188206055,0,1,0.8258517161460663,0,1,1.9892704378892492,1,3,0,0,0,0,0.1543825350558543,1,2
covid_hosp/train/0/182f4cfc-8f59-400f-ace8-b6883a22eb78.png_000,1,0.00945930802300754,0,4,0.4395888373696082,0,2,0.000508353531910366,1,6,4,2,3,5,0.14153561226598743,1,5
covid_hosp/train/0/182f4cfc-8f59-400f-ace8-b6883a22eb78.png_001,0,1.9941998721699496,1,3,0.6076531566353767,1,5,1.9896950425959565,0,1,1,1,0,0,0.12136293026523526,0,2
covid_hosp/train/0/182fed4c-d92a-4440-b135-6caa8cab16a8.png_000,1,1.3849852602554336e-06,1,7,0.19989780104605104,1,7,3.3148106300395774e-05,1,6,4,2,3,5,0.062023077442631025,1,7
covid_hosp/train/0/182fed4c-d92a-4440-b135-6caa8cab16a8.png_001,0,1.999601484293128,0,0,0.7808414450402521,0,0,1.9928157949895113,0,1,1,1,0,0,0.22398579275885733,0,0
covid_hosp/train/0/1833bbfb-e89d-42b9-9b13-02fdb6045e5f.png_000,1,6.645195165533302e-05,1,6,0.34573618365779857,1,7,0.00013250978989165496,1,7,5,3,3,5,0.05656090078070164,1,6
covid_hosp/train/0/1833bbfb-e89d-42b9-9b13-02fdb6045e5f.png_001,0,1.999142088128491,0,1,0.7206839092066468,0,0,1.9918092811430106,0,0,0,0,0,0,0.19518785592963317,0,1
covid_hosp/train/0/18343850-b51a-4ce1-8d09-9b3bc4910a9b.png_000,1,0.00015844866843284233,1,7,0.21014517981944336,1,7,0.00037098864373896756,1,5,5,3,3,5,0.05867976672000663,1,7
covid_hosp/train/0/18343850-b51a-4ce1-8d09-9b3bc4910a9b.png_001,0,1.999926854445273,0,0,0.7948820700570135,0,0,1.9903497766173162,0,2,0,0,0,0,0.25268911935372285,0,0
covid_hosp/train/0/183bce98-efb3-43ff-9879-fbefaa4f17ea.png_000,1,0.001112351805654499,1,5,0.5323835653048682,1,7,0.0004667735954604346,1,6,5,3,3,5,0.16676209490281713,0,3
covid_hosp/train/0/183bce98-efb3-43ff-9879-fbefaa4f17ea.png_001,0,1.999850805898093,0,2,0.8738034112601201,0,0,1.9967016251907466,0,1,0,0,0,0,0.115590688610956,1,4
covid_hosp/train/0/183c08d2-a4e6-4e2e-80b4-a547d6f0ed5c.png_000,1,1.9623667724539429,0,2,0.4826076359968774,0,4,8.495754664550326e-05,1,6,5,3,3,5,0.07448157795298249,1,7
covid_hosp/train/0/183c08d2-a4e6-4e2e-80b4-a547d6f0ed5c.png_001,0,0.029939873837727227,1,5,0.4010587034504114,1,3,1.9951269304107537,0,1,0,0,0,0,0.15409876877327167,0,0
covid_hosp/train/0/1847b55c-2fed-494c-8d76-7f76630ba39f.png_000,1,0.0037131906057055186,1,5,0.4333462486729637,0,4,0.0005591867485568169,1,6,4,3,3,5,0.12950780773582105,1,7
covid_hosp/train/0/1847b55c-2fed-494c-8d76-7f76630ba39f.png_001,0,1.9984152282534868,0,2,0.755122975277751,1,3,1.9969318750823635,0,1,1,0,0,0,0.19287705894091844,0,0
covid_hosp/train/0/184e51c6-f33b-4b55-8c9b-b4809ad88af8.png_000,1,0.0006178838395106689,1,7,0.42776635446822353,1,7,0.00911293744370989,0,1,4,2,3,5,0.15267988813204791,1,4
covid_hosp/train/0/184e51c6-f33b-4b55-8c9b-b4809ad88af8.png_001,0,1.9978848449902242,0,0,0.854092709633931,0,0,1.9696737675786178,1,6,1,1,0,0,0.15413259147638292,0,3
covid_hosp/train/0/184f1560-cb67-4361-88e5-17a3d8744b2d.png_000,1,0.004024673486898167,1,6,0.31191046918775744,1,6,9.428505156972022e-05,1,6,5,3,3,5,0.1221272455335699,1,7
covid_hosp/train/0/184f1560-cb67-4361-88e5-17a3d8744b2d.png_001,0,1.9928510381536646,0,1,0.8922352391844174,0,1,1.995195409538164,0,1,0,0,0,0,0.1685380981992266,0,0
covid_hosp/train/0/1854a99c-bfc7-4f4e-8396-c97eebb20106.png_000,1,0.0025103768855661013,0,5,0.1897839988287755,1,7,1.4700824479962904e-07,1,7,5,3,3,5,0.05126724779443981,1,7
covid_hosp/train/0/1854a99c-bfc7-4f4e-8396-c97eebb20106.png_001,0,1.999160637890708,1,2,0.9553680941282183,0,0,1.9938174681656187,0,0,0,0,0,0,0.167918143942843,0,0
covid_hosp/train/0/185968b1-eeb0-450a-8862-8cce9e6ed3ff.png_000,1,0.0009241896846799991,1,7,0.3104269746256634,1,7,4.9738194379256306e-05,0,6,4,2,3,5,0.18006370965316498,1,7
covid_hosp/train/0/185968b1-eeb0-450a-8862-8cce9e6ed3ff.png_001,0,1.999914208159106,0,0,0.8876273126527915,0,0,1.9925949791088318,1,1,1,1,0,0,0.1756905117381229,0,0
covid_hosp/train/0/185d494c-3ec2-4317-bb8a-bcd0f9ce7615.png_000,1,0.0029893874313611235,1,6,0.3873212679931952,0,5,0.0005223418274186153,1,6,3,1,2,4,0.20574561194606733,1,5
covid_hosp/train/0/185d494c-3ec2-4317-bb8a-bcd0f9ce7615.png_001,0,1.9942554263588577,0,1,0.9777406311282473,1,2,1.9968435290906363,0,1,2,2,1,1,0.19705830303277916,0,2
covid_hosp/train/0/18630633-df6f-4b2c-b3df-23704d84f5be.png_000,1,0.0013429960173754196,1,7,0.16951980674435274,1,7,4.6558299462429176e-06,1,7,5,3,3,5,0.041001710200288644,1,7
covid_hosp/train/0/18630633-df6f-4b2c-b3df-23704d84f5be.png_001,0,1.9997594297741192,0,0,0.7882646601877443,0,0,1.9940929340441271,0,0,0,0,0,0,0.23903851922631314,0,0
covid_hosp/train/0/1872758e-a516-468b-9498-632699a6c729.png_000,1,0.0005482298147065912,1,7,0.1777073177368962,1,7,3.306078510612043e-05,1,6,5,3,3,5,0.04100824168871908,1,7
covid_hosp/train/0/1872758e-a516-468b-9498-632699a6c729.png_001,0,1.9999948243683916,0,0,0.8274144110883521,0,0,1.9946314521323396,0,1,0,0,0,0,0.21662455171701955,0,0
covid_hosp/train/0/1874dc77-19f2-4694-aa8c-0e1beb958f4e.png_000,1,0.0001345917851346412,1,7,0.21723598279976397,1,7,2.2337596078614297e-05,0,5,5,3,3,5,0.04684730235504608,1,7
covid_hosp/train/0/1874dc77-19f2-4694-aa8c-0e1beb958f4e.png_001,0,1.9989281611232266,0,0,0.6361429966494452,0,0,1.9929892299388405,1,2,0,0,0,0,0.21553737278950091,0,0
covid_hosp/train/0/187d657f-6de2-41de-bc6e-0bed9757aade.png_000,1,0.005006823527123561,1,7,0.47882534210989136,1,6,0.0004276406162118107,1,7,4,2,3,5,0.16045253524649317,0,1
covid_hosp/train/0/187d657f-6de2-41de-bc6e-0bed9757aade.png_001,0,1.9915609841029265,0,0,0.8807618332867342,0,1,1.9965945449030467,0,0,1,1,0,0,0.14372876220282238,1,6
covid_hosp/train/0/1888810b-4d10-423a-adf6-5fd52aa9961a.png_000,1,3.134091920764526e-05,1,7,0.17645861372567295,1,7,0.0004128326394033932,1,7,5,3,3,5,0.06899959366556174,1,7
covid_hosp/train/0/1888810b-4d10-423a-adf6-5fd52aa9961a.png_001,0,1.9992851278595456,0,0,0.8643844105630087,0,0,1.990141438220886,0,0,0,0,0,0,0.24478416001989622,0,0
covid_hosp/train/0/188dece6-09da-4166-9d7f-18c495358216.png_000,1,4.170462594932367e-06,1,7,0.22873879977080258,1,7,0.00022129056409103676,1,6,5,3,3,5,0.06182818363220388,1,7
covid_hosp/train/0/188dece6-09da-4166-9d7f-18c495358216.png_001,0,1.9996352807934588,0,0,0.8306692824879073,0,0,1.9958841457597587,0,1,0,0,0,0,0.18135790598195412,0,0
covid_hosp/train/0/18996e90-1465-414c-b623-de6da68336dc.png_000,1,5.609609833356899e-05,1,7,0.20877195784445401,1,7,9.320710461224735e-05,1,5,5,3,3,5,0.040834829846498666,1,7
covid_hosp/train/0/18996e90-1465-414c-b623-de6da68336dc.png_001,0,1.999813666703706,0,0,0.7633288590930533,0,0,1.9951876985072048,0,2,0,0,0,0,0.23280704899608784,0,0
covid_hosp/train/0/189fec61-2bb1-46e3-a285-1dc3a09e8860.png_000,1,0.00020546664898790645,1,7,0.1297237811843781,1,7,9.280797402211327e-05,1,5,5,3,3,5,0.05226093169225332,1,7
covid_hosp/train/0/189fec61-2bb1-46e3-a285-1dc3a09e8860.png_001,0,1.998741807557956,0,0,0.9352875443440425,0,0,1.9951848304743764,0,2,0,0,0,0,0.24586911886335328,0,0
covid_hosp/train/0/18a5c559-5563-47e2-b26a-8b20f7250ab0.png_000,1,0.002056165058555326,1,6,0.15217457221054076,1,7,0.0003502626680371712,1,5,5,3,3,5,0.0871320613713239,1,7
covid_hosp/train/0/18a5c559-5563-47e2-b26a-8b20f7250ab0.png_001,0,1.995581924072492,0,1,0.8627413528121928,0,0,1.9963616296340951,0,2,0,0,0,0,0.23535822785401206,0,0
covid_hosp/train/0/18a919d8-5d23-4cde-bb99-dc0e457babb5.png_000,1,0.006604284607455657,1,6,0.45661989422005067,1,6,0.0025222391123310706,0,3,2,1,1,2,0.15592046483010413,1,4
covid_hosp/train/0/18a919d8-5d23-4cde-bb99-dc0e457babb5.png_001,0,1.996381614922138,0,1,0.799031693482867,0,1,1.9833317657860046,1,4,3,2,2,3,0.17076908894477638,0,3
covid_hosp/train/0/18b3a0ce-d693-4953-992a-4f83bcf89697.png_000,1,0.0025306455102249714,1,5,0.3512775371383958,1,7,0.00017983152780542966,1,7,5,3,3,5,0.13072850309895867,1,5
covid_hosp/train/0/18b3a0ce-d693-4953-992a-4f83bcf89697.png_001,0,1.9991488957159385,0,2,0.8116664102718509,0,0,1.9914626968533722,0,0,0,0,0,0,0.11806954146627424,0,2
covid_hosp/train/0/18cd05d0-f86e-4087-bdb1-36ae4307ba4c.png_000,1,0.0019993585119911783,1,4,0.3440860052541038,0,4,0.0005455880203261154,0,6,5,3,2,4,0.11467646447443158,0,3
covid_hosp/train/0/18cd05d0-f86e-4087-bdb1-36ae4307ba4c.png_001,0,1.9956653300925191,0,3,0.5910575230722672,1,3,1.989530113658467,1,1,0,0,1,1,0.10900879957735987,1,4
covid_hosp/train/0/18d48b37-94c0-4ad3-ad89-fbe7166b2f5f.png_000,1,0.0009248388094408311,1,7,0.28785280453240525,1,6,5.5350055557235045e-05,1,7,5,3,3,5,0.06775802552731947,1,7
covid_hosp/train/0/18d48b37-94c0-4ad3-ad89-fbe7166b2f5f.png_001,0,1.9999140102637163,0,0,0.864407189078193,0,1,1.9948759222948498,0,0,0,0,0,0,0.20838904203463848,0,0
covid_hosp/train/0/18d59c3b-b605-47e0-8cff-60858afa90bc.png_000,1,0.003157374185166484,1,7,0.30975331215498314,1,6,0.00016668340825698458,1,7,5,3,3,4,0.13854304553563723,1,6
covid_hosp/train/0/18d59c3b-b605-47e0-8cff-60858afa90bc.png_001,0,1.9940236070524868,0,0,0.7077839023216664,0,1,1.9915545677614621,0,0,0,0,0,1,0.15301165986120313,0,1
covid_hosp/train/0/18e40369-e039-45bb-a1cd-942e1f5b467c.png_000,1,0.0057417597239054485,1,7,0.31781970920168146,1,7,3.023421804027038e-07,1,5,5,3,3,5,0.1237995420194069,1,3
covid_hosp/train/0/18e40369-e039-45bb-a1cd-942e1f5b467c.png_001,0,1.9906152042034955,0,0,0.6860484830140547,0,0,1.993670064813648,0,2,0,0,0,0,0.1393421548462468,0,4
covid_hosp/train/0/18eb8255-4e16-4f71-8ea2-1a8749cbb488.png_000,1,0.0003555258052175825,1,7,0.18289462950579816,1,7,0.00038114316073945,1,7,5,3,3,5,0.08589955565614671,1,7
covid_hosp/train/0/18eb8255-4e16-4f71-8ea2-1a8749cbb488.png_001,0,1.9984007203771634,0,0,0.9994331694827441,0,0,1.9964583248921044,0,0,0,0,0,0,0.2185358673342287,0,0
